Fighter,Elo Rating
Nick Maximov,996.62
Eddie Sanchez,996.61
Trevor Prangley,996.56
Benito Lopez,996.54
Sam Adkins,996.52
Paul Varelans,996.34
Shane Nelson,996.21
BJ Penn,996.14
Nad Narimani,996.14
Tsuyoshi Kohsaka,996.12
Luke Jumeau,996.12
Roan Carneiro,996.04
Punahele Soriano,996.04
Kevin Ferguson,995.9
Alex Oliveira,995.81
Dave Strasser,995.68
Pablo Garza,995.68
Joe Ellenberger,995.68
Spencer Fisher,995.67
Nicholas Musoke,995.67
Impa Kasanganay,995.53
Zhang Lipeng,995.52
Francisco Figueiredo,995.48
Rory Singer,995.43
Natan Levy,995.43
Leah Letson,995.41
Ottman Azaitar,995.36
Pingyuan Liu,995.14
Gaston Bolanos,995
Eliot Marshall,994.87
Mana Martinez,994.78
Noad Lahat,994.72
Godofredo Pepey,994.65
David Branch,994.61
Anshul Jubli,994.54
Bryan Barberena,994.38
Mark Godbeer,994.35
Carlos Newton,994.31
Piera Rodriguez,994.31
Shonie Carter,994.24
Jai Herbert,994.21
Jordan Rinaldi,993.92
Dongi Yang,993.73
Ricky Turcios,993.73
Joselyne Edwards,993.48
Damir Hadzovic,993.18
Roland Delorme,993.09
Tiago dos Santos e Silva,993.03
Valerie Letourneau,992.98
Ivan Jorge,992.93
Maryna Moroz,992.83
Da'Mon Blackshear,992.58
Fabio Maldonado,992.5
Rob Emerson,992.34
Thomas Almeida,992.24
Blagoy Ivanov,992.12
Don'Tale Mayes,992.04
Ramsey Nijem,991.95
Aleksandra Albu,991.93
Marcelo Guimaraes,991.89
Joe Proctor,991.66
Reza Madadi,991.62
Akira Corassani,991.58
Roosevelt Roberts,991.29
Bartosz Fabinski,991.25
Devonte Smith,991.15
Cat Zingano,990.9
Francimar Barroso,990.88
Danny Roberts,990.73
Brian Bowles,990.6
Jason Lambert,990.55
Hugo Viana,990.5
Muin Gafurov,990.43
Ian McCall,990.39
Makwan Amirkhani,990.38
Akihiro Gono,990.21
David Loiseau,990.01
Tony DeSouza,989.92
Leandro Silva,989.92
Jeremy Stephens,989.63
Danilo Marques,989.35
Jason High,989.23
Maurice Greene,989.06
Yuta Sasaki,989.05
Luigi Fioravanti,989.04
Paul Taylor,989
Mickey Gall,988.85
Chris Leben,988.79
Jeremy Horn,988.68
Jason Knight,988.65
Raulian Paiva,988.62
Tarec Saffiedine,988.6
Vitor Miranda,988.06
Andrew Sanchez,987.96
John Howard,987.95
Cody Brundage,987.91
Peter Sobotta,987.65
Jonathan Goulet,987.53
Francisco Prado,987.41
Sumudaerji,987.3
Leandro Issa,987.29
Jon Tuck,986.91
Preston Parsons,986.84
Ron van Clief,986.82
Roman Bogatov,986.74
Shayilan Nuerdanbieke,986.61
Fabiano Iha,986.57
Frankie Saenz,986.57
Renzo Gracie,986.35
Tamdan McCrory,986.26
Ryan Jimmo,986.18
Jake Rosholt,986.15
Maxim Grishin,986.14
Glaico Franca Moreira,986.06
Kyle Noke,985.95
Livinha Souza,985.94
Daniel Roberts,985.73
Marco Beltran,985.71
John Cholish,985.63
Warlley Alves,985.61
Jamie Mullarkey,985.57
Quang Le,985.51
James Toney,985.48
Zach Makovsky,985.4
Gabe Green,985.31
Pannie Kianzad,985.26
Maximo Blanco,985.25
Vernon White,985.2
Bekzat Almakhan,985.2
Felipe dos Santos,985.09
Cyrille Diabate,985.03
Mickael Lebout,984.93
Neil Seery,984.92
Austin Hubbard,984.91
Carlos Eduardo Rocha,984.89
Felice Herrig,984.81
Augusto Mendes,984.77
Chris Haseman,984.7
Stephanie Egger,984.66
Kron Gracie,984.64
Cynthia Calvillo,984.61
Tristan Connelly,984.57
Marc-Andre Barriault,984.55
Greg Hardy,984.48
Alexander Munoz,984.45
Jeff Joslin,984.41
Yoshiyuki Yoshida,984.41
Aoriqileng,984.39
Jason Day,984.34
Daniel Omielanczuk,984.33
Rob Broughton,984.3
Parker Porter,984.28
Jose Johnson,984.28
Irwin Rivera,984.26
John Maguire,984.25
Bojan Velickovic,984.23
Curt Warburton,984.21
Gil Castillo,984.18
Tresean Gore,984.18
Nick Osipczak,984.1
Felipe Arantes,984.07
Jamall Emmers,983.99
KJ Noons,983.98
Josh Culibao,983.92
Heath Herring,983.88
Mike Ricci,983.83
Bruno Santos,983.77
Riki Fukuda,983.76
Gustavo Lopez,983.73
James Te Huna,983.72
Robert Whiteford,983.65
Masanori Kanehara,983.63
Edgar Chairez,983.62
Klidson Abreu,983.61
Antonio Braga Neto,983.55
Jorge Patino,983.53
Keith Jardine,983.49
Shamil Abdurakhimov,983.48
Tony Sims,983.46
Gabriel Santos,983.39
Renan Barao,983.37
Westin Wilson,983.21
Steve Bruno,983.16
Marco Polo Reyes,983.13
Phil Hawes,983.13
Tae Hyun Bang,983.09
Denis Kang,982.89
Valmir Lazaro,982.84
Renato Verissimo,982.83
Kalib Starnes,982.8
Greg Soto,982.72
Mads Burnell,982.63
Michinori Tanaka,982.59
Ramiz Brahimaj,982.58
Luke Cummo,982.57
Fatima Kline,982.48
Marcus Brimage,982.46
Miguel Baeza,982.4
Robert McDaniel,982.39
Azunna Anyanwu,982.39
Walt Harris,982.38
Chris Gruetzemacher,982.38
Daron Cruickshank,982.3
Carlos Vera,982.25
Nick Hein,982.21
Caolan Loughran,982.19
Gabriella Fernandes,982.15
Andre Pederneiras,982.11
Jess Liaudin,982
John Gunderson,982
Yuki Kondo,981.94
Sheymon Moraes,981.94
Spike Carlyle,981.94
Daichi Abe,981.85
Julian Sanchez,981.83
Nick Pace,981.83
Tom Gallicchio,981.79
Matt Veach,981.73
Cindy Dandois,981.7
Jonathan Brookins,981.63
Jake Hecht,981.54
Minoki Ichihara,981.51
Kimo Leopoldo,981.5
Mason Jones,981.41
John Lober,981.39
Yuki Sasaki,981.39
Joao Roque,981.32
John Marsh,981.32
Mike Whitehead,981.32
Josh Shockman,981.32
Nikolay Veretennikov,981.32
Charles McCarthy,981.31
Luiz Cane,981.29
Danyelle Wolf,981.25
Ravena Oliveira,981.25
Ivan Menjivar,981.18
Adrian Serrano,981.15
Mitch Raposo,981.15
Julia Polastri,981.15
Joe Soto,981.14
Zviad Lazishvili,981.12
Rameau Thierry Sokoudjou,981.08
Batgerel Danaa,981.06
Caros Fodor,980.97
Luan Chagas,980.94
Matt Schnell,980.94
Adam Yandiev,980.94
Josh Hendricks,980.81
Rory Markham,980.79
Dan Miller,980.79
Alexandre Barros,980.78
Sam Hoger,980.76
Junior Assuncao,980.75
Ivan Salaverry,980.6
Chico Camus,980.56
Eddie Ruiz,980.52
Marcel Fortuna,980.48
Antonio McKee,980.43
Hyun Gyu Lim,980.39
Shannon Gugerty,980.37
Joe Merritt,980.36
Lara Procopio,980.23
Cristian Quinonez,980.2
Anthony Macias,980.18
David Bielkheden,980.18
Carlo Prater,980.16
Jeff Hougland,980.15
Katsunori Kikuno,980.15
Paul Creighton,980.09
Jason Brilz,980.07
Melinda Fabian,980.06
Heather Clark,980.01
Fabio Gurgel,980
Wallid Ismail,980
Noe Hernandez,980
Allan Goes,980
Brad Gumm,980
Alex Stiebling,980
Nick Serra,980
James Zikic,980
Richard Crunkilton,980
Romie Aram,980
Bobby Southworth,980
Steve Byrnes,980
Dan Barrera,980
Dante Rivera,980
Justin Wren,980
James Hammortree,980
Mark Scanlon,980
Sako Chivitchian,980
Tyler Toner,980
Antonio Banuelos,980
Ryan McGillivray,980
Chuck O'Neil,980
Stephen Bass,980
Chris Tickle,980
John Teixeira,980
Brendan Loughnane,980
Jon Manley,980
Chris Spang,980
Collin Hart,980
Roger Gracie,980
Peggy Morgan,980
Dave Galera,980
Keith Berish,980
Daniel Spohn,980
Tina Lahdemaki,980
Jianping Yang,980
Rodolfo Rubio Perez,980
Alex Torres,980
Rocky Lee,980
Nazareno Malegarie,980
Abner Lloveras,980
Marcin Wrzosek,980
Cory Hendricks,980
James Mulheron,980
Tyler Diamond,980
Allan Zuniga,980
Jay Cucciniello,980
Joe Giannetti,980
Alex Gorgees,980
Hailey Cowan,980
Serhiy Sidey,980
Igor Severino,980
Pedro Falcao,980
Ernesta Kareckaite,980
Xiao Long,980
Jose Daniel Medina,980
Willamy Freire,979.96
Greg Stott,979.93
Cole Smith,979.91
Satoshi Honma,979.89
Homer Moore,979.88
Daniel Pineda,979.87
James Head,979.86
Mike Easton,979.85
Dustin Kimura,979.85
Steve Vigneault,979.83
AJ Cunningham,979.83
Carlos Mota,979.79
Rex Holman,979.75
Alexandre Ferreira,979.71
Yves Jabouin,979.68
Niklas Backstrom,979.66
Henry Martinez,979.6
Hayato Sakurai,979.58
Eduardo Garagorri,979.58
Trevor Peek,979.58
Simeon Thoresen,979.48
Dan Argueta,979.46
Augusto Montano,979.41
Joseph Morales,979.39
Liliya Shakirova,979.38
Gilbert Urbina,979.32
Felipe Bunes,979.31
Mitch Ramirez,979.31
Ian Entwistle,979.3
Roger Narvaez,979.27
Lewis Gonzalez,979.18
Rudyard Moncayo,979.12
John Salter,979.08
Hector Urbina,979.05
Mike Wessel,979.04
Emily Ducote,979.03
Brandon Melendez,979
Maciej Jewtuszko,979
Nissen Osterneck,978.99
Angel Pacheco,978.98
Carlos Barreto,978.97
Danielle Taylor,978.95
Cal Worsham,978.94
Alex Andrade,978.94
Jordan Vucenic,978.93
Nick Agallar,978.89
Khusein Askhabov,978.87
Yuri Vaulin,978.86
Milton Vieira,978.85
Jimmy Flick,978.83
Ryan Parker,978.79
Hugo Duarte,978.78
Sheldon Westcott,978.78
Guilherme Vasconcelos,978.77
Alice Ardelean,978.77
Andrew Craig,978.76
Austin Springer,978.76
Chris Brennan,978.72
Igor Zinoviev,978.72
Askar Mozharov,978.7
Matt Lucas,978.68
Dean Barry,978.68
Bibulatov Magomed,978.66
Per Eklund,978.65
Toshiomi Kazama,978.65
Melton Bowen,978.62
Jim Mullen,978.61
Neil Wain,978.61
Matt Arroyo,978.57
Ben Alloway,978.57
Robert Sanchez,978.57
Rogerio Bontorin,978.55
Danny Chavez,978.55
Antonio Trocoli,978.53
Scott Baker,978.52
Fred Ettish,978.52
Marcus Bossett,978.52
Joe Son,978.52
John Dowdy,978.52
Frank Caracci,978.52
Brian Gassaway,978.52
CM Punk,978.52
Jesse Bongfeldt,978.51
Melissa Martinez,978.51
Reginaldo Vieira,978.5
Rolando Delgado,978.46
Keiichiro Yamamiya,978.42
Rob MacDonald,978.42
Koji Kitao,978.41
Nathan Coy,978.41
Shamar Bailey,978.4
Jared Gooden,978.39
Martin Sano,978.39
Anton Kuivanen,978.36
Victor Altamirano,978.34
Stewart Nicoll,978.33
Rainy Martinez,978.32
Paul Rodriguez,978.32
Bill Mahood,978.32
Chris Camozzi,978.28
Marcelo Aguiar,978.24
Christian Wellisch,978.17
Yoshinori Horie,978.16
Juliana Lima,978.11
Christian Aguilera,978.09
Drew McFedries,978.06
Sarah Kaufman,978.06
Allen Crowder,978.06
Adam Milstead,978.02
Jason Von Flue,977.94
Robert Bryczek,977.94
Pete Rodriguez,977.93
Ben Sosoli,977.85
Isabela de Padua,977.83
Phil Johns,977.82
Carlo Pedersoli Jr.,977.78
Kamuela Kirk,977.72
Carli Judice,977.7
Ian Loveland,977.68
Geraldo de Freitas,977.66
Cody McKenzie,977.65
Yan Cabral,977.65
Steven Nguyen,977.65
Nick Roehrick,977.61
Seth Baczynski,977.58
Hacran Dias,977.45
Jesse Lennox,977.39
Tyson Nam,977.38
Reza Nasri,977.36
Brian Cobb,977.3
Rodrigo Damm,977.3
Pawel Pawlak,977.3
Matt Hobar,977.28
Joe Jordan,977.26
Kit Cope,977.2
Francisco Trevino,977.18
Ryan Roberts,977.13
Jerrod Sanders,977.11
Branden Lee Hinkle,977.1
Derrick Noble,977.1
Cyril Asker,977.09
Jesse Sanders,977.08
Floyd Sword,977.07
Felipe Silva,977.06
Luis Pajuelo,977.06
Kelly Dullanty,977.05
Will Chope,977.05
Dale Hartt,977.04
Pete Spratt,977.03
Andre Ewell,977.03
Austin Lingo,977.03
Teila Tuli,977
Kevin Rosier,977
Art Jimmerson,977
Sean Daugherty,977
David Levicki,977
Thaddeus Luster,977
Robert Lucarelli,977
Alberta Cerra Leon,977
Emmanuel Yarborough,977
Roland Payne,977
Eldo Xavier Dias,977
Jason Fairn,977
Asbel Cancio,977
Andy Anderson,977
Ernie Verdicia,977
Jack McGlaughlin,977
John Matua,977
Francesco Maturi,977
David Hood,977
Gerry Harris,977
Keith Mielke,977
Thomas Ramirez,977
Paul Herrera,977
Matt Andersen,977
Scott Fiedler,977
Dave Berry,977
Jackie Lee,977
Eric Martin,977
Wes Albritton,977
Dmitri Stepanov,977
Tony Halme,977
Donnie Chappell,977
Todd Butler,977
Houston Dorr,977
Marcus Silveira,977
Josh Stuart,977
Courtney Turner,977
Eugenio Tadeu,977
Bob Gilstrap,977
Joe Pardo,977
Paulo Santos,977
Adriano Santos,977
Darrel Gholar,977
Joey Roberts,977
Chris Condo,977
David Roberts,977
Flavio Luiz Moura,977
Lowell Anderson,977
Masutatsu Yano,977
David Velasquez,977
Jermaine Andre,977
Aaron Brink,977
Joey Gilbert,977
Rodrigo Ruas,977
Zach Light,977
Leigh Remedios,977
Gerald Strebendt,977
Wade Shipp,977
Josh Rafferty,977
Alex Schoenauer,977
Lodune Sincaid,977
Chris Sanford,977
Jason Thacker,977
Keigo Kunihara,977
Sean Gannon,977
Kerry Schall,977
Icho Larenas,977
Kristof Midoux,977
Cory Walmsley,977
Mario Neto,977
Justin James,977
Sherman Pendergarst,977
Andy Wang,977
Dorian Price,977
John Kolosci,977
Richie Hightower,977
Billy Miles,977
Jared Rollins,977
James Giboo,977
Cale Yarbrough,977
David Baron,977
John Polakowski,977
Jules Bruchez,977
Shane Primm,977
Tom Egan,977
Derek Downey,977
Neil Grove,977
Tim McKenzie,977
Frank Lester,977
Danillo Villefort,977
Darrill Schoonover,977
Marcus Jones,977
Rolles Gracie,977
Josh Bryant,977
Jamie Yager,977
Vinicius Queiroz,977
Fredson Paixao,977
Aaron Wilkinson,977
Dustin Neace,977
Chris Saunders,977
Marcos Vinicius,977
Wagner Campos,977
Delson Heleno,977
Anistavio Medeiros,977
Manuel Rodriguez,977
Adam Cella,977
Jimmy Quinlan,977
Gilbert Smith,977
Nandor Guelmino,977
Albert Cheng,977
Mike King,977
Humberto Brown Morrison,977
Bentley Syler,977
Izabela Badurek,977
Bruno Korea,977
Vernon Ramos Ho,977
Martin Svensson,977
Bharat Kandare,977
Ariel Beck,977
Karine Gevorgyan,977
Christina Marks,977
Maia Stevenson,977
Richie Smullen,977
Michel Batista,977
Justin Frazier,977
Duda Santana,977
Steven Koslow,977
SeungGuk Choi,977
Manolo Zecchini,977
Benardo Sopaj,977
Tuco Tokkos,977
Kaan Ofli,977
Robert Valentin,977
Zygimantas Ramaska,977
Issei Tamura,976.98
Callan Potter,976.96
Stevie Lynch,976.95
John Campetella,976.9
Scott Junk,976.9
Jeff Newton,976.85
Ryan Madigan,976.85
Aaron Rosa,976.85
Luke Zachrich,976.85
Sean McCorkle,976.82
Abdul-Kareem Al-Selwady,976.8
Rick Davis,976.79
Ernest Chavez,976.71
Mark Weir,976.59
Jamie Moyle,976.56
Tamires Vidal,976.53
Sung Bin Jo,976.46
Ron Stallings,976.41
Jim Alers,976.29
Misha Cirkunov,976.21
Kanako Murata,976.18
Blake Bilder,976.14
Carlos Hernandez,976.07
Masio Fullen,976.05
Braxton Smith,976.02
Solomon Hutcherson,975.97
Ronald Jhun,975.96
Max Rohskopf,975.96
Mandy Bohm,975.96
David Michaud,975.95
Stanislav Nedkov,975.93
Raphael Pessoa,975.88
Juliana Miller,975.85
Allen Berube,975.84
Joshua Weems,975.79
Eddie Mendez,975.78
Tony Petarra,975.77
Patrick Cummins,975.76
Daniel Barez,975.75
Mark Hominick,975.72
Charlie Valencia,975.7
Bubba Bush,975.68
Philip De Fries,975.67
Shunichi Shimizu,975.66
Dusko Todorovic,975.65
Filip Pejic,975.6
Harold Howard,975.58
Dieusel Berto,975.58
Ivan Serati,975.58
James McSweeney,975.58
Brian Geraghty,975.57
Ray Wizard,975.48
He-Man Gipson,975.48
Nate Schroeder,975.48
Sean Alvarez,975.48
Kristian Rothaermel,975.48
Roger Zapata,975.48
Jeka Saragih,975.48
Paul Georgieff,975.47
Saeed Hosseini,975.38
Matthew Lopez,975.37
Chris Liguori,975.35
Justin Lawrence,975.34
Clifford Starks,975.31
Sabina Mazo,975.25
James Lee,975.24
David Heath,975.19
Manvel Gamburyan,975.12
Kevin Burns,975.07
Johnny Bedford,975.05
Darren Stewart,975.03
Brok Weaver,974.98
Nadia Kassem,974.77
Yui Chul Nam,974.75
Deron Winn,974.68
William Knight,974.66
Felipe Olivieri,974.57
Hans Stringer,974.43
Ricardo Romero,974.42
Cameron Dollar,974.36
Devin Clark,974.36
Emil Meek,974.34
Joao Pierini,974.33
Connor Matthews,974.29
Marcus LeVesseur,974.22
Jake Ellenberger,974.2
Alex Karalexis,974.17
Elise Reed,974.1
Poliana Botelho,974.03
Justine Kish,973.92
Mike Jackson,973.91
Thiago Perpetuo,973.66
Lucas Alexander,973.5
Sasha Palatnikov,973.49
Eugene Jackson,973.33
Milana Dudieva,973.33
Josh Stansbury,973.18
Khama Worthy,973.05
Vince Morales,973.01
Tom Blackledge,972.92
Abu Azaitar,972.67
Anthony Njokuani,972.62
Chris Cope,972.37
Ihor Potieria,972.36
George Sullivan,972.13
Gabriel Benitez,972.12
Kai Kamaka,972.04
Clay Harvison,971.95
Jorge Gurgel,971.7
Orion Cosce,971.56
Erick Montano,971.48
Corey Hill,971.42
Chris Beal,971.34
Kyle Kingsbury,971.28
Joe Riggs,971.22
James Moontasri,971.22
Goran Reljic,971.08
Yves Edwards,970.94
Louis Smolka,970.94
Oskar Piechota,970.93
Trevor Smith,970.74
Keita Nakamura,970.65
Bethe Correia,970.62
Mario Miranda,970.5
Omar Morales,970.5
Anthony Perosh,970.48
Guido Cannetti,970.44
Marcus Aurelio,970.41
Andrew Holbrook,970.35
Justin Salas,970.3
Rafael Alves,970.15
Brian Kelleher,970.03
Francisco Rivera,970.01
Travis Lutter,969.97
Marcin Held,969.87
Duane Ludwig,969.72
Priscila Cachoeira,969.71
Dylan Andrews,969.57
AJ Fletcher,969.49
Mike Brown,969.45
Geane Herrera,969.33
Ricky Glenn,969.32
Caol Uno,969.18
Craig White,969.02
Isaac Vallie-Flagg,968.68
Russell Doane,968.57
Eric Shelton,968.23
Daniel Sarafian,968.21
Ryo Chonan,968.13
Brian Johnston,967.99
Jason Dent,967.79
Piotr Hallmann,967.77
Julian Marquez,967.61
Darrick Minner,967.6
Justin Scoggins,967.41
Dhiego Lima,967.41
Mike Breeden,967.38
Rob Kimmons,967.33
Justin Ledet,967.3
Derrick Krantz,967.24
Christos Giagos,967.14
Efrain Escudero,966.79
Luke Sanders,966.76
Brad Scott,966.7
Scott Askham,966.69
Jack Marshman,966.64
Will Brooks,966.58
Ben Saunders,966.57
Kyle Daukaus,966.4
Mike de la Torre,966.3
Vanessa Melo,966.13
Frankie Perez,965.97
Alexander Yakovlev,965.9
Louis Gaudinot,965.67
Elizabeth Phillips,965.65
Polyana Viana,965.59
Akbarh Arreola,965.33
Lando Vannata,965.31
Bart Palaszewski,965.22
Devin Powell,965.14
Bobby Moffett,965.04
Steven Peterson,964.81
Koji Oishi,964.78
Dwight Grant,964.76
Yosdenis Cedeno,964.67
Kleydson Rodrigues,964.65
Damian Stasiak,964.52
Rostem Akman,964.42
Anderson Dos Santos,964.26
Ion Cutelaba,964.23
Chris Wilson,964.2
Dennis Buzukja,964.15
Yaotzin Meza,964.13
Andre Winner,964.09
SeungWoo Choi,964.08
Danny Martinez,964.07
Felipe Colares,964.07
Mike Grundy,964.06
Stefan Sekulic,964.05
Alex White,964.03
Ray Rodriguez,963.99
Don Shainis,963.83
John Allan,963.79
Terry Martin,963.77
Roger Hollett,963.74
Alex Nicholson,963.72
Tor Troeng,963.7
Hatsu Hioki,963.69
Ross Pearson,963.63
DaMarques Johnson,963.63
TJ Brown,963.61
Michael McBride,963.58
Reese Andy,963.56
Shanna Young,963.55
Landon Quinones,963.44
Jessica Penne,963.43
Lucio Linhares,963.42
Alex Da Silva,963.4
Luigi Vendramini,963.3
Mehdi Baghdad,963.29
Liudvik Sholinian,963.26
James Irvin,963.25
Josh Clopton,963.24
Darrell Horcher,963.16
Carlos Huachin,963.15
Shane Roller,963.04
Clay Collard,963.03
Marion Reneau,963.03
Paul Bradley,963.01
Jesse Butler,962.95
Kevin Aguilar,962.92
Junior Tafa,962.91
Jay Silva,962.89
Matt Dwyer,962.87
Pete Williams,962.84
Gabriel Silva,962.84
Marcin Prachnio,962.72
Kay Hansen,962.64
Tim Gorman,962.56
Amar Suloev,962.52
Gasan Umalatov,962.42
Chris Fishgold,962.41
Joao Zeferino,962.36
Harry Moskowitz,962.31
Kevin Casey,962.27
Bruno Souza,962.24
Josh Fremd,962.24
Enrique Marin,962.22
Mark Striegl,962.21
Bobby Hoffman,962.2
Sam Stout,962.19
Jon Olav Einemo,962.19
Jason Novelli,962.18
Jorge Lopez,962.16
Kuniyoshi Hironaka,962.13
Quinn Mulhern,962.13
Vagner Rocha,962.12
Edwin Figueroa,962.06
Domingo Pilarte,962.05
Matt Bessette,961.97
Julio Paulino,961.96
Danny Downes,961.94
Caio Machado,961.89
Dylan Budka,961.88
Carmelo Marrero,961.87
Sarah Frota,961.87
Kyle Prepolec,961.84
Kazula Vargas,961.77
Christian Morecraft,961.71
Johnny Munoz,961.71
Josh Copeland,961.69
Matt Horwich,961.66
Josh Neer,961.64
Justin Eilers,961.58
Jason MacDonald,961.58
Cortney Casey,961.56
Pat Barry,961.51
Oliver Enkamp,961.49
Papy Abedi,961.47
Townsend Saunders,961.39
Jin Soo Son,961.26
Tateki Matsuda,961.25
Ericka Almeida,961.25
AJ Dobson,961.24
Mats Nilsson,961.23
Andre Gusmao,961.22
Joey Gambino,961.22
Danny Mitchell,961.21
Laureano Staropoli,961.18
Luis Henrique,961.17
Julie Kedzie,961.15
Brandon Thatch,961.15
Alexis Dufresne,961.15
Rayanne dos Santos,961.15
Austin Arnett,961.14
Justin Jones,961.11
Humberto Bandenay,961
Cristiano Marcello,960.98
Yanis Ghemmouri,960.97
Konstantin Erokhin,960.96
Fernando Bruno,960.96
Nick Fiore,960.91
Gadzhi Omargadzhiev,960.87
Jonavin Webb,960.85
Teemu Packalen,960.85
Christophe Leninger,960.84
Jason Gonzalez,960.79
Alberto Crane,960.77
Doug Evans,960.75
Justin Levens,960.72
Yao Zhikui,960.71
Carlton Minus,960.67
Jon Delos Reyes,960.64
Jarno Errens,960.61
Damien Brown,960.56
Chad Reiner,960.55
Chad Griggs,960.54
Wagner Prado,960.54
Josh Ferguson,960.53
TJ Laramie,960.52
Kyle Bradley,960.51
Josh Sampo,960.5
Alex Ricci,960.47
Ryan Couture,960.43
Hernani Perpetuo,960.43
Sam Sicilia,960.4
Shana Dobson,960.37
Peter Barrett,960.35
Karlos Vemola,960.31
TJ O'Brien,960.22
Seo Hee Ham,960.22
Reuben Duran,960.17
Amilcar Alves,960.15
Ednaldo Oliveira,960.08
Bernardo Magalhaes,960.08
Nolan Ticman,960.07
Chan-Mi Jeon,960.07
Timmy Cuamba,960.06
Saparbeg Safarov,960.05
Leonardo Mafra,960.04
David Dodd,960.02
Carl Deaton,960.02
Yoshihiro Akiyama,960.01
Colin Fletcher,960
Dileno Lopes,960
Nohelin Hernandez,959.99
Steve Lopez,959.98
Renee Forte,959.98
Horacio Gutierrez,959.92
Ronys Torres,959.91
Joey Gomez,959.91
Marnic Mann,959.91
Antonio Mendes,959.9
Johnny Eduardo,959.9
Matt Sayles,959.9
Paulo Thiago,959.85
Yuri Villefort,959.82
Darko Stosic,959.82
Valeri Ignatov,959.75
Pearl Gonzalez,959.75
Rosi Sexton,959.74
Jordan Radev,959.72
David Zawada,959.72
Steve Berger,959.64
Ramiro Hernandez,959.63
Tom DeBlass,959.62
Patrick Williams,959.61
Zhang Tiequan,959.57
Vik Grujic,959.57
Val Woodburn,959.57
KB Bhullar,959.54
Sean Salmon,959.53
Rongzhu,959.52
Richard Walsh,959.51
Brock Jardine,959.5
Alessio Sakara,959.48
Vaughan Lee,959.46
Jessica Rakoczy,959.46
John Halverson,959.44
Yusuke Kasuya,959.41
Alex Soto,959.4
Steve Montgomery,959.4
Paul Redmond,959.36
Jessica-Rose Clark,959.35
Yasuhiro Urushitani,959.33
Pat Audinwood,959.28
Cole Williams,959.28
Kazuhiro Nakamura,959.27
Te Edwards,959.25
Tim Lajcik,959.24
Shayna Baszler,959.23
Lauren Mueller,959.21
Richardson Moreira,959.17
Louis Cosce,959.17
Luan Lacerda,959.17
Hector Ramirez,959.16
Anthony Ivy,959.14
Michel Quinones,959.12
Jessin Ayari,959.05
Ali AlQaisi,959.03
Michal Figlak,959
Yizha,958.99
Dokonjonosuke Mishima,958.98
Jeremy Kimball,958.9
Alvin Robinson,958.88
Court McGee,958.87
Chris Avila,958.85
Motonobu Tezuka,958.83
Brian Houston,958.83
Jason Young,958.82
Rin Nakai,958.82
Tucker Lutz,958.82
Maria Oliveira,958.78
Teruto Ishihara,958.77
Bevon Lewis,958.74
Jamey Simmons,958.73
Joseph Gigliotti,958.7
Jonathan Wilson,958.64
Gaetano Pirrello,958.61
Joachim Christensen,958.6
Brandon Wolff,958.54
Byron Bloodworth,958.5
Aleksa Camur,958.5
Mike Stumpf,958.48
Andreas Stahl,958.44
Tim Williams,958.44
Jason Tan,958.37
Thomas Gifford,958.33
Curtis Stout,958.32
Sammy Morgan,958.32
Mike Lullo,958.32
Dan Stittgen,958.32
Luiz Dutra,958.32
Alan Omer,958.32
Carls John De Tomas,958.32
Brendson Ribeiro,958.32
Kazuki Tokudome,958.3
Saimon Oliveira,958.29
Kevin Borjas,958.25
Jason Black,958.24
Talita Bernardo,958.24
Crafton Wallace,958.18
Takenori Sato,958.18
Anna Elmose,958.18
Josh Shockley,958.14
Brendan O'Reilly,958.13
Terrence Mitchell,958.11
Mike Rio,958.08
Michael Patt,958.06
Phil Harris,958.04
Elvis Mutapcic,957.98
Brandon Jenkins,957.97
Ashkan Mokhtarian,957.95
JC Cottrell,957.94
Silvana Gomez Juarez,957.94
Juancamilo Ronderos,957.9
Brodie Farber,957.88
Frank Trigg,957.82
Sarah Alpar,957.81
Joe Brammer,957.79
Luis Ramos,957.79
Alptekin Ozkilic,957.78
Claudio Ribeiro,957.75
Yorgan De Castro,957.68
Josh Quinlan,957.67
Victor Valimaki,957.61
Dakota Bush,957.58
Dan Evensen,957.45
Sean Spencer,957.45
James Llontop,957.44
Erik Silva,957.4
Jason Witt,957.38
Chris Heatherly,957.35
Kaynan Kruschewsky,957.34
Nick Aguirre,957.33
Willie Gates,957.31
Vince Cachero,957.3
Danny Abbadi,957.27
Syuri Kondo,957.27
Eiji Mitsuoka,957.25
Leo Kuntz,957.24
Pat Schilling,957.23
Houston Alexander,957.21
Mariya Agapova,957.2
Mark Holst,957.18
Shane Howell,957.18
Razak Al-Hassan,957.17
David Kaplan,957.17
Marcelo Golm,957.17
Jacob Kilburn,957.17
Brogan Walker,957.17
Rodrigo de Lima,957.16
Gilbert Aldana,957.15
Rolando Dy,957.14
Walel Watson,957.13
Wagner Silva,957.13
Eddie Gordon,957.12
Jesse Strader,957.08
Edward Faaloloto,957.07
Ulysses Gomez,957.07
Leonardo Guimaraes,957.07
Kevin Jordan,957.04
Ryan Thomas,957.04
Denis Stojnic,957.01
Shane del Rosario,957.01
Marcos Mariano,957.01
Chris Indich,957
Leonardo Morales,957
Azamat Gashimov,956.97
Karl Roberson,956.96
Fabiano Scherner,956.94
Roman Salazar,956.94
Carlos Candelario,956.93
